{'loss': 4.5677, 'grad_norm': 1.8173993825912476, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.0425, 'grad_norm': 0.09005066007375717, 'learning_rate': 5.044967880085654e-05, 'epoch': 22.47}
{'loss': 0.0492, 'grad_norm': 0.09398764371871948, 'learning_rate': 5.036402569593148e-05, 'epoch': 22.48}
{'loss': 0.0483, 'grad_norm': 0.10604698956012726, 'learning_rate': 5.027837259100643e-05, 'epoch': 22.49}
{'loss': 0.0461, 'grad_norm': 0.08476302772760391, 'learning_rate': 5.019271948608137e-05, 'epoch': 22.5}
{'loss': 0.047, 'grad_norm': 0.0931575670838356, 'learning_rate': 5.010706638115632e-05, 'epoch': 22.52}
{'loss': 0.0458, 'grad_norm': 0.08058091998100281, 'learning_rate': 5.0021413276231265e-05, 'epoch': 22.53}
{'loss': 0.0442, 'grad_norm': 0.10286983847618103, 'learning_rate': 4.9935760171306214e-05, 'epoch': 22.54}
{'loss': 0.0455, 'grad_norm': 0.09892072528600693, 'learning_rate': 4.985010706638116e-05, 'epoch': 22.56}
{'loss': 0.0488, 'grad_norm': 0.09653861075639725, 'learning_rate': 4.9764453961456106e-05, 'epoch': 22.57}
{'loss': 0.0636, 'grad_norm': 0.13308590650558472, 'learning_rate': 4.967880085653105e-05, 'epoch': 22.58}
{'loss': 0.0411, 'grad_norm': 0.08365033566951752, 'learning_rate': 4.9593147751606e-05, 'epoch': 22.6}
{'loss': 0.0477, 'grad_norm': 0.10182923078536987, 'learning_rate': 4.950749464668095e-05, 'epoch': 22.61}
{'loss': 0.0432, 'grad_norm': 0.08474011719226837, 'learning_rate': 4.942184154175589e-05, 'epoch': 22.62}
{'loss': 0.0471, 'grad_norm': 0.09478359669446945, 'learning_rate': 4.933618843683084e-05, 'epoch': 22.63}
{'loss': 0.0507, 'grad_norm': 0.09149103611707687, 'learning_rate': 4.925053533190578e-05, 'epoch': 22.65}
{'loss': 0.0474, 'grad_norm': 0.0819457396864891, 'learning_rate': 4.916488222698073e-05, 'epoch': 22.66}
{'loss': 0.0513, 'grad_norm': 0.10346705466508865, 'learning_rate': 4.9079229122055674e-05, 'epoch': 22.67}
{'loss': 0.0522, 'grad_norm': 0.09924394637346268, 'learning_rate': 4.8993576017130624e-05, 'epoch': 22.69}
{'loss': 0.0558, 'grad_norm': 0.11520131677389145, 'learning_rate': 4.8907922912205566e-05, 'epoch': 22.7}
{'loss': 0.0525, 'grad_norm': 0.10989142954349518, 'learning_rate': 4.8822269807280516e-05, 'epoch': 22.71}
{'loss': 0.0453, 'grad_norm': 0.08453720062971115, 'learning_rate': 4.8736616702355465e-05, 'epoch': 22.72}
{'loss': 0.0494, 'grad_norm': 0.10329946130514145, 'learning_rate': 4.865096359743041e-05, 'epoch': 22.74}
{'loss': 0.0468, 'grad_norm': 0.09612298756837845, 'learning_rate': 4.856531049250536e-05, 'epoch': 22.75}
{'loss': 0.0508, 'grad_norm': 0.09476417303085327, 'learning_rate': 4.84796573875803e-05, 'epoch': 22.76}
{'loss': 0.0535, 'grad_norm': 0.11330073326826096, 'learning_rate': 4.839400428265525e-05, 'epoch': 22.78}
{'loss': 0.0465, 'grad_norm': 0.09717237949371338, 'learning_rate': 4.830835117773019e-05, 'epoch': 22.79}
{'loss': 0.0494, 'grad_norm': 0.10723618417978287, 'learning_rate': 4.822269807280514e-05, 'epoch': 22.8}
{'loss': 0.0492, 'grad_norm': 0.09725362807512283, 'learning_rate': 4.813704496788009e-05, 'epoch': 22.82}
{'loss': 0.05, 'grad_norm': 0.11778321862220764, 'learning_rate': 4.805139186295504e-05, 'epoch': 22.83}
{'loss': 0.0466, 'grad_norm': 0.08743518590927124, 'learning_rate': 4.796573875802998e-05, 'epoch': 22.84}
{'loss': 0.0447, 'grad_norm': 0.09956498444080353, 'learning_rate': 4.7880085653104925e-05, 'epoch': 22.85}
{'loss': 0.0486, 'grad_norm': 0.09164033085107803, 'learning_rate': 4.7794432548179874e-05, 'epoch': 22.87}
{'loss': 0.0527, 'grad_norm': 0.1014890968799591, 'learning_rate': 4.770877944325482e-05, 'epoch': 22.88}
{'loss': 0.0428, 'grad_norm': 0.0856025442481041, 'learning_rate': 4.7623126338329766e-05, 'epoch': 22.89}
{'loss': 0.0498, 'grad_norm': 0.08883396536111832, 'learning_rate': 4.753747323340471e-05, 'epoch': 22.91}
{'loss': 0.0492, 'grad_norm': 0.09142781049013138, 'learning_rate': 4.745182012847966e-05, 'epoch': 22.92}
{'loss': 0.0563, 'grad_norm': 0.13231545686721802, 'learning_rate': 4.736616702355461e-05, 'epoch': 22.93}
{'loss': 0.0443, 'grad_norm': 0.08520190417766571, 'learning_rate': 4.728051391862956e-05, 'epoch': 22.94}
{'loss': 0.0557, 'grad_norm': 0.11439281702041626, 'learning_rate': 4.71948608137045e-05, 'epoch': 22.96}
{'loss': 0.0458, 'grad_norm': 0.08654645830392838, 'learning_rate': 4.710920770877945e-05, 'epoch': 22.97}
{'loss': 0.0491, 'grad_norm': 0.0991751030087471, 'learning_rate': 4.702355460385439e-05, 'epoch': 22.98}
{'loss': 0.0506, 'grad_norm': 0.08731527626514435, 'learning_rate': 4.6937901498929334e-05, 'epoch': 23.0}
{'loss': 0.068, 'grad_norm': 0.22093074023723602, 'learning_rate': 4.6852248394004284e-05, 'epoch': 23.0}
{'loss': 0.0526, 'grad_norm': 0.09413478523492813, 'learning_rate': 4.6766595289079226e-05, 'epoch': 23.01}
{'loss': 0.0429, 'grad_norm': 0.08049775660037994, 'learning_rate': 4.668094218415418e-05, 'epoch': 23.03}
{'loss': 0.0469, 'grad_norm': 0.09208802133798599, 'learning_rate': 4.6595289079229125e-05, 'epoch': 23.04}
{'loss': 0.0457, 'grad_norm': 0.08242423832416534, 'learning_rate': 4.6509635974304074e-05, 'epoch': 23.05}
{'loss': 0.043, 'grad_norm': 0.08543338626623154, 'learning_rate': 4.642398286937902e-05, 'epoch': 23.06}
{'loss': 0.0426, 'grad_norm': 0.08248061686754227, 'learning_rate': 4.6338329764453966e-05, 'epoch': 23.08}
{'loss': 0.0559, 'grad_norm': 0.121225506067276, 'learning_rate': 4.625267665952891e-05, 'epoch': 23.09}
{'loss': 0.0445, 'grad_norm': 0.08725634962320328, 'learning_rate': 4.616702355460386e-05, 'epoch': 23.1}
{'loss': 0.0476, 'grad_norm': 0.08391954004764557, 'learning_rate': 4.60813704496788e-05, 'epoch': 23.12}
{'loss': 0.0444, 'grad_norm': 0.08526334911584854, 'learning_rate': 4.599571734475375e-05, 'epoch': 23.13}
{'loss': 0.0474, 'grad_norm': 0.09478849917650223, 'learning_rate': 4.59100642398287e-05, 'epoch': 23.14}
{'loss': 0.0413, 'grad_norm': 0.08351124078035355, 'learning_rate': 4.582441113490364e-05, 'epoch': 23.16}
{'loss': 0.042, 'grad_norm': 0.08398855477571487, 'learning_rate': 4.573875802997859e-05, 'epoch': 23.17}
{'loss': 0.0505, 'grad_norm': 0.09357421100139618, 'learning_rate': 4.5653104925053534e-05, 'epoch': 23.18}
{'loss': 0.0441, 'grad_norm': 0.08957541733980179, 'learning_rate': 4.5567451820128484e-05, 'epoch': 23.19}
{'loss': 0.0516, 'grad_norm': 0.10862759500741959, 'learning_rate': 4.5481798715203426e-05, 'epoch': 23.21}
{'loss': 0.0422, 'grad_norm': 0.08705167472362518, 'learning_rate': 4.5396145610278376e-05, 'epoch': 23.22}
{'loss': 0.0482, 'grad_norm': 0.09240438789129257, 'learning_rate': 4.531049250535332e-05, 'epoch': 23.23}
{'loss': 0.0468, 'grad_norm': 0.10155205428600311, 'learning_rate': 4.522483940042827e-05, 'epoch': 23.25}
{'loss': 0.0429, 'grad_norm': 0.08880600333213806, 'learning_rate': 4.513918629550322e-05, 'epoch': 23.26}
{'loss': 0.0439, 'grad_norm': 0.0953197181224823, 'learning_rate': 4.505353319057816e-05, 'epoch': 23.27}
{'loss': 0.0446, 'grad_norm': 0.08970367163419724, 'learning_rate': 4.496788008565311e-05, 'epoch': 23.28}
{'loss': 0.0451, 'grad_norm': 0.08072509616613388, 'learning_rate': 4.488222698072805e-05, 'epoch': 23.3}
{'loss': 0.0511, 'grad_norm': 0.11348717659711838, 'learning_rate': 4.4796573875803e-05, 'epoch': 23.31}
{'loss': 0.0439, 'grad_norm': 0.08490469306707382, 'learning_rate': 4.4710920770877943e-05, 'epoch': 23.32}
{'loss': 0.0447, 'grad_norm': 0.09674637019634247, 'learning_rate': 4.462526766595289e-05, 'epoch': 23.34}
{'loss': 0.0455, 'grad_norm': 0.09464579820632935, 'learning_rate': 4.4539614561027835e-05, 'epoch': 23.35}
{'loss': 0.0481, 'grad_norm': 0.09520841389894485, 'learning_rate': 4.445396145610279e-05, 'epoch': 23.36}
{'loss': 0.0476, 'grad_norm': 0.10961398482322693, 'learning_rate': 4.4368308351177734e-05, 'epoch': 23.38}
{'loss': 0.0478, 'grad_norm': 0.10134077072143555, 'learning_rate': 4.428265524625268e-05, 'epoch': 23.39}
{'loss': 0.0397, 'grad_norm': 0.07420550286769867, 'learning_rate': 4.4197002141327626e-05, 'epoch': 23.4}
{'loss': 0.0476, 'grad_norm': 0.09555511921644211, 'learning_rate': 4.411134903640257e-05, 'epoch': 23.41}
{'loss': 0.0386, 'grad_norm': 0.08698298037052155, 'learning_rate': 4.402569593147752e-05, 'epoch': 23.43}
{'loss': 0.0418, 'grad_norm': 0.088384710252285, 'learning_rate': 4.394004282655246e-05, 'epoch': 23.44}
{'loss': 0.0482, 'grad_norm': 0.10031591355800629, 'learning_rate': 4.385438972162741e-05, 'epoch': 23.45}
{'loss': 0.0488, 'grad_norm': 0.10146280378103256, 'learning_rate': 4.376873661670235e-05, 'epoch': 23.47}
{'loss': 0.0509, 'grad_norm': 0.12146464735269547, 'learning_rate': 4.368308351177731e-05, 'epoch': 23.48}
{'loss': 0.0472, 'grad_norm': 0.10681509226560593, 'learning_rate': 4.359743040685225e-05, 'epoch': 23.49}
{'loss': 0.0482, 'grad_norm': 0.10983016341924667, 'learning_rate': 4.35117773019272e-05, 'epoch': 23.5}
{'loss': 0.0489, 'grad_norm': 0.10073782503604889, 'learning_rate': 4.3426124197002143e-05, 'epoch': 23.52}
{'loss': 0.0464, 'grad_norm': 0.10414505004882812, 'learning_rate': 4.334047109207709e-05, 'epoch': 23.53}
{'loss': 0.0423, 'grad_norm': 0.07026363909244537, 'learning_rate': 4.3254817987152035e-05, 'epoch': 23.54}
{'loss': 0.0469, 'grad_norm': 0.10150934010744095, 'learning_rate': 4.316916488222698e-05, 'epoch': 23.56}
{'loss': 0.0449, 'grad_norm': 0.09225982427597046, 'learning_rate': 4.308351177730193e-05, 'epoch': 23.57}
{'loss': 0.0544, 'grad_norm': 0.12432203441858292, 'learning_rate': 4.299785867237688e-05, 'epoch': 23.58}
{'loss': 0.0458, 'grad_norm': 0.10400812327861786, 'learning_rate': 4.2912205567451826e-05, 'epoch': 23.6}
{'loss': 0.0504, 'grad_norm': 0.10991927236318588, 'learning_rate': 4.282655246252677e-05, 'epoch': 23.61}
{'loss': 0.0424, 'grad_norm': 0.0974874421954155, 'learning_rate': 4.274089935760172e-05, 'epoch': 23.62}
{'loss': 0.0502, 'grad_norm': 0.10565576702356339, 'learning_rate': 4.265524625267666e-05, 'epoch': 23.63}
{'loss': 0.0508, 'grad_norm': 0.10088756680488586, 'learning_rate': 4.256959314775161e-05, 'epoch': 23.65}
{'loss': 0.0463, 'grad_norm': 0.11674319207668304, 'learning_rate': 4.248394004282655e-05, 'epoch': 23.66}
{'loss': 0.0496, 'grad_norm': 0.11170215904712677, 'learning_rate': 4.23982869379015e-05, 'epoch': 23.67}
{'loss': 0.0527, 'grad_norm': 0.11272130161523819, 'learning_rate': 4.2312633832976445e-05, 'epoch': 23.69}
{'loss': 0.0531, 'grad_norm': 0.09618318825960159, 'learning_rate': 4.2226980728051394e-05, 'epoch': 23.7}
{'loss': 0.0525, 'grad_norm': 0.12071609497070312, 'learning_rate': 4.2141327623126343e-05, 'epoch': 23.71}
{'loss': 0.0491, 'grad_norm': 0.11939635127782822, 'learning_rate': 4.2055674518201286e-05, 'epoch': 23.72}
{'loss': 0.0457, 'grad_norm': 0.0906323790550232, 'learning_rate': 4.1970021413276235e-05, 'epoch': 23.74}
{'loss': 0.0524, 'grad_norm': 0.12085573375225067, 'learning_rate': 4.188436830835118e-05, 'epoch': 23.75}
{'loss': 0.0486, 'grad_norm': 0.10436360538005829, 'learning_rate': 4.179871520342613e-05, 'epoch': 23.76}
{'loss': 0.051, 'grad_norm': 0.09149626642465591, 'learning_rate': 4.171306209850107e-05, 'epoch': 23.78}
{'loss': 0.0564, 'grad_norm': 0.11707120388746262, 'learning_rate': 4.162740899357602e-05, 'epoch': 23.79}
{'loss': 0.0525, 'grad_norm': 0.1024254709482193, 'learning_rate': 4.154175588865097e-05, 'epoch': 23.8}
{'loss': 0.046, 'grad_norm': 0.08644852787256241, 'learning_rate': 4.145610278372591e-05, 'epoch': 23.82}
{'loss': 0.0494, 'grad_norm': 0.08642256259918213, 'learning_rate': 4.137044967880086e-05, 'epoch': 23.83}
{'loss': 0.0449, 'grad_norm': 0.09128279983997345, 'learning_rate': 4.12847965738758e-05, 'epoch': 23.84}
{'loss': 0.0537, 'grad_norm': 0.11684207618236542, 'learning_rate': 4.119914346895075e-05, 'epoch': 23.85}
{'loss': 0.0484, 'grad_norm': 0.09296806156635284, 'learning_rate': 4.1113490364025695e-05, 'epoch': 23.87}
{'loss': 0.0464, 'grad_norm': 0.09578805416822433, 'learning_rate': 4.1027837259100645e-05, 'epoch': 23.88}
{'loss': 0.0498, 'grad_norm': 0.10283706337213516, 'learning_rate': 4.094218415417559e-05, 'epoch': 23.89}
{'loss': 0.0478, 'grad_norm': 0.09795556217432022, 'learning_rate': 4.085653104925054e-05, 'epoch': 23.91}
{'loss': 0.0422, 'grad_norm': 0.09173662960529327, 'learning_rate': 4.0770877944325486e-05, 'epoch': 23.92}
{'loss': 0.0465, 'grad_norm': 0.09764423966407776, 'learning_rate': 4.0685224839400435e-05, 'epoch': 23.93}
{'loss': 0.0413, 'grad_norm': 0.07640285789966583, 'learning_rate': 4.059957173447538e-05, 'epoch': 23.94}
{'loss': 0.0523, 'grad_norm': 0.10658492892980576, 'learning_rate': 4.051391862955032e-05, 'epoch': 23.96}
{'loss': 0.0511, 'grad_norm': 0.11492115259170532, 'learning_rate': 4.042826552462527e-05, 'epoch': 23.97}
{'loss': 0.0475, 'grad_norm': 0.10253515094518661, 'learning_rate': 4.034261241970021e-05, 'epoch': 23.98}
{'loss': 0.0432, 'grad_norm': 0.0867103859782219, 'learning_rate': 4.025695931477516e-05, 'epoch': 24.0}
{'loss': 0.1089, 'grad_norm': 0.5087177157402039, 'learning_rate': 4.0171306209850105e-05, 'epoch': 24.0}
{'loss': 0.0442, 'grad_norm': 0.08563792705535889, 'learning_rate': 4.0085653104925054e-05, 'epoch': 24.01}
{'loss': 0.0397, 'grad_norm': 0.0745195671916008, 'learning_rate': 4e-05, 'epoch': 24.03}
{'loss': 0.0481, 'grad_norm': 0.0921555683016777, 'learning_rate': 3.991434689507495e-05, 'epoch': 24.04}
{'loss': 0.0453, 'grad_norm': 0.09579937160015106, 'learning_rate': 3.9828693790149895e-05, 'epoch': 24.05}
{'loss': 0.0533, 'grad_norm': 0.10639374703168869, 'learning_rate': 3.9743040685224845e-05, 'epoch': 24.06}
{'loss': 0.0437, 'grad_norm': 0.08683319389820099, 'learning_rate': 3.965738758029979e-05, 'epoch': 24.08}
{'loss': 0.0436, 'grad_norm': 0.08141259104013443, 'learning_rate': 3.9571734475374737e-05, 'epoch': 24.09}
{'loss': 0.0445, 'grad_norm': 0.09332078695297241, 'learning_rate': 3.948608137044968e-05, 'epoch': 24.1}
{'loss': 0.0439, 'grad_norm': 0.08374504745006561, 'learning_rate': 3.940042826552462e-05, 'epoch': 24.12}
{'loss': 0.0444, 'grad_norm': 0.08144761621952057, 'learning_rate': 3.931477516059958e-05, 'epoch': 24.13}
{'loss': 0.0535, 'grad_norm': 0.09870229661464691, 'learning_rate': 3.922912205567452e-05, 'epoch': 24.14}
{'loss': 0.0449, 'grad_norm': 0.08151853829622269, 'learning_rate': 3.914346895074947e-05, 'epoch': 24.16}
{'loss': 0.0426, 'grad_norm': 0.08002382516860962, 'learning_rate': 3.905781584582441e-05, 'epoch': 24.17}
{'loss': 0.0423, 'grad_norm': 0.08430378884077072, 'learning_rate': 3.897216274089936e-05, 'epoch': 24.18}
{'loss': 0.0456, 'grad_norm': 0.08328735083341599, 'learning_rate': 3.8886509635974305e-05, 'epoch': 24.19}
{'loss': 0.044, 'grad_norm': 0.08808881044387817, 'learning_rate': 3.8800856531049254e-05, 'epoch': 24.21}
{'loss': 0.0438, 'grad_norm': 0.09076811373233795, 'learning_rate': 3.8715203426124196e-05, 'epoch': 24.22}
{'loss': 0.0482, 'grad_norm': 0.09454984962940216, 'learning_rate': 3.8629550321199146e-05, 'epoch': 24.23}
{'loss': 0.0464, 'grad_norm': 0.09674427658319473, 'learning_rate': 3.8543897216274095e-05, 'epoch': 24.25}
{'loss': 0.0467, 'grad_norm': 0.08444489538669586, 'learning_rate': 3.845824411134904e-05, 'epoch': 24.26}
{'loss': 0.0444, 'grad_norm': 0.0789683386683464, 'learning_rate': 3.837259100642399e-05, 'epoch': 24.27}
{'loss': 0.0425, 'grad_norm': 0.0987233817577362, 'learning_rate': 3.828693790149893e-05, 'epoch': 24.28}
{'loss': 0.0447, 'grad_norm': 0.09775741398334503, 'learning_rate': 3.820128479657388e-05, 'epoch': 24.3}
{'loss': 0.0433, 'grad_norm': 0.09324679523706436, 'learning_rate': 3.811563169164882e-05, 'epoch': 24.31}
{'loss': 0.049, 'grad_norm': 0.10562577098608017, 'learning_rate': 3.802997858672377e-05, 'epoch': 24.32}
{'loss': 0.0453, 'grad_norm': 0.2007596343755722, 'learning_rate': 3.7944325481798714e-05, 'epoch': 24.34}
{'loss': 0.0409, 'grad_norm': 0.09748353809118271, 'learning_rate': 3.785867237687366e-05, 'epoch': 24.35}
{'loss': 0.0439, 'grad_norm': 0.0974733754992485, 'learning_rate': 3.777301927194861e-05, 'epoch': 24.36}
{'loss': 0.0491, 'grad_norm': 0.1101963073015213, 'learning_rate': 3.7687366167023555e-05, 'epoch': 24.38}
{'loss': 0.0468, 'grad_norm': 0.10077551007270813, 'learning_rate': 3.7601713062098504e-05, 'epoch': 24.39}
{'loss': 0.0463, 'grad_norm': 0.09296924620866776, 'learning_rate': 3.751605995717345e-05, 'epoch': 24.4}
{'loss': 0.0475, 'grad_norm': 0.10115475207567215, 'learning_rate': 3.7430406852248396e-05, 'epoch': 24.41}
{'loss': 0.0438, 'grad_norm': 0.09186752140522003, 'learning_rate': 3.734475374732334e-05, 'epoch': 24.43}
{'loss': 0.0431, 'grad_norm': 0.08723810315132141, 'learning_rate': 3.725910064239829e-05, 'epoch': 24.44}
{'loss': 0.0491, 'grad_norm': 0.10094092786312103, 'learning_rate': 3.717344753747323e-05, 'epoch': 24.45}
{'loss': 0.0426, 'grad_norm': 0.08589734882116318, 'learning_rate': 3.708779443254819e-05, 'epoch': 24.47}
{'loss': 0.0446, 'grad_norm': 0.09567045420408249, 'learning_rate': 3.700214132762313e-05, 'epoch': 24.48}
{'loss': 0.0417, 'grad_norm': 0.08746762573719025, 'learning_rate': 3.691648822269807e-05, 'epoch': 24.49}
{'loss': 0.0435, 'grad_norm': 0.08879802376031876, 'learning_rate': 3.683083511777302e-05, 'epoch': 24.5}
{'loss': 0.0491, 'grad_norm': 0.10025184601545334, 'learning_rate': 3.6745182012847964e-05, 'epoch': 24.52}
{'loss': 0.0472, 'grad_norm': 0.08434422314167023, 'learning_rate': 3.6659528907922914e-05, 'epoch': 24.53}
{'loss': 0.0552, 'grad_norm': 0.10840746760368347, 'learning_rate': 3.6573875802997856e-05, 'epoch': 24.54}
{'loss': 0.0442, 'grad_norm': 0.09402346611022949, 'learning_rate': 3.6488222698072806e-05, 'epoch': 24.56}
{'loss': 0.0435, 'grad_norm': 0.09106241911649704, 'learning_rate': 3.640256959314775e-05, 'epoch': 24.57}
{'loss': 0.0522, 'grad_norm': 0.09907621890306473, 'learning_rate': 3.6316916488222704e-05, 'epoch': 24.58}
{'loss': 0.0529, 'grad_norm': 0.12020418047904968, 'learning_rate': 3.623126338329765e-05, 'epoch': 24.6}
{'loss': 0.0453, 'grad_norm': 0.09826002269983292, 'learning_rate': 3.6145610278372596e-05, 'epoch': 24.61}
{'loss': 0.0487, 'grad_norm': 0.08832039684057236, 'learning_rate': 3.605995717344754e-05, 'epoch': 24.62}
{'loss': 0.0523, 'grad_norm': 0.12043162435293198, 'learning_rate': 3.597430406852249e-05, 'epoch': 24.63}
{'loss': 0.0449, 'grad_norm': 0.10081744194030762, 'learning_rate': 3.588865096359743e-05, 'epoch': 24.65}
{'loss': 0.0569, 'grad_norm': 0.12749001383781433, 'learning_rate': 3.5802997858672374e-05, 'epoch': 24.66}
{'loss': 0.0472, 'grad_norm': 0.09750059247016907, 'learning_rate': 3.571734475374732e-05, 'epoch': 24.67}
{'loss': 0.0447, 'grad_norm': 0.09523677080869675, 'learning_rate': 3.563169164882227e-05, 'epoch': 24.69}
{'loss': 0.0465, 'grad_norm': 0.0947442352771759, 'learning_rate': 3.554603854389722e-05, 'epoch': 24.7}
{'loss': 0.0467, 'grad_norm': 0.10402767360210419, 'learning_rate': 3.5460385438972164e-05, 'epoch': 24.71}
{'loss': 0.0508, 'grad_norm': 0.11950177699327469, 'learning_rate': 3.5374732334047114e-05, 'epoch': 24.72}
{'loss': 0.0517, 'grad_norm': 0.11384058743715286, 'learning_rate': 3.5289079229122056e-05, 'epoch': 24.74}
{'loss': 0.0461, 'grad_norm': 0.09561771899461746, 'learning_rate': 3.5203426124197006e-05, 'epoch': 24.75}
{'loss': 0.049, 'grad_norm': 0.09880245476961136, 'learning_rate': 3.511777301927195e-05, 'epoch': 24.76}
{'loss': 0.0492, 'grad_norm': 0.09843681007623672, 'learning_rate': 3.50321199143469e-05, 'epoch': 24.78}
{'loss': 0.0505, 'grad_norm': 0.09122056514024734, 'learning_rate': 3.494646680942184e-05, 'epoch': 24.79}
{'loss': 0.0488, 'grad_norm': 0.11747045069932938, 'learning_rate': 3.486081370449679e-05, 'epoch': 24.8}
{'loss': 0.0491, 'grad_norm': 0.09540936350822449, 'learning_rate': 3.477516059957174e-05, 'epoch': 24.82}
{'loss': 0.0528, 'grad_norm': 0.1103721335530281, 'learning_rate': 3.468950749464668e-05, 'epoch': 24.83}
{'loss': 0.0502, 'grad_norm': 0.09800302237272263, 'learning_rate': 3.460385438972163e-05, 'epoch': 24.84}
{'loss': 0.0499, 'grad_norm': 0.09997349232435226, 'learning_rate': 3.4518201284796574e-05, 'epoch': 24.85}
{'loss': 0.0419, 'grad_norm': 0.09434260427951813, 'learning_rate': 3.443254817987152e-05, 'epoch': 24.87}
{'loss': 0.0494, 'grad_norm': 0.10599100589752197, 'learning_rate': 3.4346895074946466e-05, 'epoch': 24.88}
{'loss': 0.0484, 'grad_norm': 0.10887648910284042, 'learning_rate': 3.4261241970021415e-05, 'epoch': 24.89}
{'loss': 0.045, 'grad_norm': 0.08438478410243988, 'learning_rate': 3.4175588865096364e-05, 'epoch': 24.91}
{'loss': 0.0459, 'grad_norm': 0.08690977841615677, 'learning_rate': 3.408993576017131e-05, 'epoch': 24.92}
{'loss': 0.0479, 'grad_norm': 0.10114086419343948, 'learning_rate': 3.4004282655246256e-05, 'epoch': 24.93}
{'loss': 0.0446, 'grad_norm': 0.09118682891130447, 'learning_rate': 3.39186295503212e-05, 'epoch': 24.94}
{'loss': 0.0491, 'grad_norm': 0.10635291785001755, 'learning_rate': 3.383297644539615e-05, 'epoch': 24.96}
{'loss': 0.0541, 'grad_norm': 0.10955511033535004, 'learning_rate': 3.374732334047109e-05, 'epoch': 24.97}
{'loss': 0.044, 'grad_norm': 0.0853116512298584, 'learning_rate': 3.366167023554604e-05, 'epoch': 24.98}
{'loss': 0.0496, 'grad_norm': 0.10268423706293106, 'learning_rate': 3.357601713062098e-05, 'epoch': 25.0}
{'loss': 0.0436, 'grad_norm': 0.3173238933086395, 'learning_rate': 3.349036402569593e-05, 'epoch': 25.0}
{'loss': 0.0458, 'grad_norm': 0.0963180661201477, 'learning_rate': 3.340471092077088e-05, 'epoch': 25.01}
{'loss': 0.037, 'grad_norm': 0.08087319135665894, 'learning_rate': 3.331905781584583e-05, 'epoch': 25.03}
{'loss': 0.0412, 'grad_norm': 0.09297120571136475, 'learning_rate': 3.3233404710920774e-05, 'epoch': 25.04}
{'loss': 0.0465, 'grad_norm': 0.08719205856323242, 'learning_rate': 3.3147751605995716e-05, 'epoch': 25.05}
{'loss': 0.05, 'grad_norm': 0.10165214538574219, 'learning_rate': 3.3062098501070666e-05, 'epoch': 25.06}
{'loss': 0.0411, 'grad_norm': 0.09882055222988129, 'learning_rate': 3.297644539614561e-05, 'epoch': 25.08}
{'loss': 0.0455, 'grad_norm': 0.09833864122629166, 'learning_rate': 3.289079229122056e-05, 'epoch': 25.09}
{'loss': 0.0444, 'grad_norm': 0.09275780618190765, 'learning_rate': 3.28051391862955e-05, 'epoch': 25.1}
{'loss': 0.0438, 'grad_norm': 0.09801430255174637, 'learning_rate': 3.2719486081370456e-05, 'epoch': 25.12}
{'loss': 0.0447, 'grad_norm': 0.08505618572235107, 'learning_rate': 3.26338329764454e-05, 'epoch': 25.13}
{'loss': 0.0423, 'grad_norm': 0.0873318463563919, 'learning_rate': 3.254817987152035e-05, 'epoch': 25.14}
{'loss': 0.0428, 'grad_norm': 0.08961635082960129, 'learning_rate': 3.246252676659529e-05, 'epoch': 25.16}
{'loss': 0.0489, 'grad_norm': 0.09336921572685242, 'learning_rate': 3.237687366167024e-05, 'epoch': 25.17}
{'loss': 0.047, 'grad_norm': 0.10522551834583282, 'learning_rate': 3.229122055674518e-05, 'epoch': 25.18}
{'loss': 0.0492, 'grad_norm': 0.10227540135383606, 'learning_rate': 3.220556745182013e-05, 'epoch': 25.19}
{'loss': 0.0402, 'grad_norm': 0.08846064656972885, 'learning_rate': 3.2119914346895075e-05, 'epoch': 25.21}
{'loss': 0.0476, 'grad_norm': 0.0921383872628212, 'learning_rate': 3.203426124197002e-05, 'epoch': 25.22}
{'loss': 0.0444, 'grad_norm': 0.1022946685552597, 'learning_rate': 3.1948608137044974e-05, 'epoch': 25.23}
{'loss': 0.0459, 'grad_norm': 0.0958743542432785, 'learning_rate': 3.1862955032119916e-05, 'epoch': 25.25}
{'loss': 0.0528, 'grad_norm': 0.10879155993461609, 'learning_rate': 3.1777301927194866e-05, 'epoch': 25.26}
{'loss': 0.0405, 'grad_norm': 0.08779624849557877, 'learning_rate': 3.169164882226981e-05, 'epoch': 25.27}
{'loss': 0.0433, 'grad_norm': 0.09758602827787399, 'learning_rate': 3.160599571734476e-05, 'epoch': 25.28}
{'loss': 0.0423, 'grad_norm': 0.0974273607134819, 'learning_rate': 3.15203426124197e-05, 'epoch': 25.3}
{'loss': 0.0496, 'grad_norm': 0.10837515443563461, 'learning_rate': 3.143468950749465e-05, 'epoch': 25.31}
{'loss': 0.0536, 'grad_norm': 0.12398408353328705, 'learning_rate': 3.134903640256959e-05, 'epoch': 25.32}
{'loss': 0.0417, 'grad_norm': 0.09190221130847931, 'learning_rate': 3.126338329764454e-05, 'epoch': 25.34}
{'loss': 0.0438, 'grad_norm': 0.09787186235189438, 'learning_rate': 3.117773019271949e-05, 'epoch': 25.35}
{'loss': 0.0445, 'grad_norm': 0.09578021615743637, 'learning_rate': 3.1092077087794433e-05, 'epoch': 25.36}
